Table.Column,One_Health_Ins_ACS_12_16,integer,one_health_ins_acs_12_16,Number of people with one type of health insurance coverage in the ACS,"Number of people who have one type of health insurance coverage, including public or private insurance, in the ACS population",Persons,ACS,,105,healthcare
Table.Column,One_Health_Ins_ACSMOE_12_16,integer,one_health_ins_acsmoe_12_16,MOE - Number of people with one type of health insurance coverage (Derived),Margin of Error of Number of people who have one type of health insurance coverage,Persons,ACS,,106,healthcare
Table.Column,Two_Plus_Health_Ins_ACS_12_16,integer,two_plus_health_ins_acs_12_16,Number of people with two or more types of health insurance coverage in the ACS,"Number of people who have two or more types of health insurance at the same time, in the ACS population",Persons,ACS,,107,healthcare
Table.Column,Two_Plus_Health_Ins_ACSMOE_12_16,integer,two_plus_health_ins_acsmoe_12_16,MOE - Number of people with two or more types of health insurance coverage (Derived),Margin of Error of Number of people who have two or more types of health insurance coverage,Persons,ACS,,108,healthcare
Table.Column,No_Health_Ins_ACS_12_16,integer,no_health_ins_acs_12_16,Number of people with no health insurance coverage in the ACS,"Number of people who have no health insurance coverage, public or private, in the ACS population",Persons,ACS,,109,healthcare
Table.Column,No_Health_Ins_ACSMOE_12_16,integer,no_health_ins_acsmoe_12_16,MOE - Number of people with no health insurance coverage (Derived),Margin of Error of Number of people who have no health insurance coverage,Persons,ACS,,110,healthcare
Table.Column,Civ_labor_16plus_ACS_12_16,integer,civ_labor_16plus_acs_12_16,Civilians aged 16 years and over and in the labor force in the ACS,Number of civilians ages 16 years and over at the time of the interview that are in the labor force in the ACS,Persons,ACS,,111,employment
Table.Column,Civ_labor_16plus_ACSMOE_12_16,integer,civ_labor_16plus_acsmoe_12_16,MOE - Civilians aged 16 years and over and in the labor force,Margin of Error of Number of civilians 16 and over that are in the labor force,Persons,ACS,,112,employment
Table.Column,Civ_emp_16plus_ACS_12_16,integer,civ_emp_16plus_acs_12_16,Civilians aged 16 years and over and employed in the ACS,Number of civilians ages 16 years and over at the time of the interview that are employed in the ACS,Persons,ACS,Over_age16_labor_ ACS_12_16,113,employment
Table.Column,Civ_emp_16plus_ACSMOE_12_16,integer,civ_emp_16plus_acsmoe_12_16,MOE - Civilians aged 16 years and over and employed,Margin of Error of Number of civilians 16 and over that are employed,Persons,ACS,,114,employment
Table.Column,Civ_unemp_16plus_ACS_12_16,integer,civ_unemp_16plus_acs_12_16,Civilians aged 16 years and over and unemployed in the ACS,Number of civilians ages 16 years and over at the time of the interview that are unemployed in the ACS,Persons,ACS,Over_age16_labor_ ACS_12_16,115,employment
Table.Column,Civ_unemp_16plus_ACSMOE_12_16,integer,civ_unemp_16plus_acsmoe_12_16,MOE - Civilians aged 16 years and over and unemployed,Margin of Error of Number of civilians 16 and over that are unemployed,Persons,ACS,,116,employment
Table.Column,Civ_labor_16_24_ACS_12_16,integer,civ_labor_16_24_acs_12_16,Civilians aged 16 to 24 in the labor force in the ACS,Number of civilians between the ages of 16 and 24 at the time of the interview who are in the labor force in the ACS,Persons,ACS,,117,employment
Table.Column,Civ_labor_16_24_ACSMOE_12_16,integer,civ_labor_16_24_acsmoe_12_16,MOE - Civilians aged 16 to 24 in the labor force in the ACS (Derived),Margin of error of Number of civilians between the ages of 16 to 24 who are in the labor force,Persons,ACS,,118,employment
Table.Column,Civ_emp_16_24_ACS_12_16,integer,civ_emp_16_24_acs_12_16,Civilians aged 16 to 24 who are employed in the ACS,Number of civilians between the ages of 16 and 24 at the time of the interview who are employed in the ACS,Persons,ACS,Civ_labo r_16_24_ACS _12_16,119,employment
Table.Column,Civ_emp_16_24_ACSMOE_12_16,integer,civ_emp_16_24_acsmoe_12_16,MOE - Civilians aged 16 to 24 who are employed (Derived),Margin of Error of Number of civilians aged 16 to 24 who are employed,Persons,ACS,,120,employment
Table.Column,Civ_unemp_16_24_ACS_12_16,integer,civ_unemp_16_24_acs_12_16,Civilians aged 16 to 24 who are unemployed in the ACS,Number of civilians between the ages of 16 and 24 at the time of the interview who are unemployed in the ACS,Persons,ACS,Civ_labo r_16_24_ACS _12_16,121,employment
Table.Column,Civ_unemp_16_24_ACSMOE_12_16,integer,civ_unemp_16_24_acsmoe_12_16,MOE - Civilians aged 16 to 24 who are unemployed (Derived),Margin of Error of Number of civilians aged 16 to 24 who are unemployed,Persons,ACS,,122,employment
Table.Column,Civ_labor_25_44_ACS_12_16,integer,civ_labor_25_44_acs_12_16,Civilians aged 25 to 44 in the labor force in the ACS,Number of civilians between the ages of 25 and 44 at the time of the interview who are in the labor force in the ACS,Persons,ACS,,123,employment
Table.Column,Civ_labor_25_44_ACSMOE_12_16,integer,civ_labor_25_44_acsmoe_12_16,MOE - Civilians aged 25 to 44 in the labor force in the ACS (Derived),Margin of Error of Number of civilians aged 25 to 44 who are in the labor force,Persons,ACS,,124,employment
Table.Column,Civ_emp_25_44_ACS_12_16,integer,civ_emp_25_44_acs_12_16,Civilians aged 25 to 44 who are employed in the ACS,Number of civilians between the ages of 25 and 44 at the time of the interview who are employed in the ACS,Persons,ACS,Civ_labor_25_44_ACS _12_16,125,employment
Table.Column,Civ_emp_25_44_ACSMOE_12_16,integer,civ_emp_25_44_acsmoe_12_16,MOE - Civilians aged 25 to 44 who are employed (Derived),Margin of Error of Number of civilians aged 25 to 44 who are employed,Persons,ACS,,126,employment
Table.Column,Civ_unemp_25_44_ACS_12_16,integer,civ_unemp_25_44_acs_12_16,Civilians aged 25 to 44 who are unemployed in the ACS,Number of civilians between the ages of 25 and 44 at the time of the interview who are unemployed in the ACS,Persons,ACS,Civ_labor_25_44_ACS _12_16,127,employment
Table.Column,Civ_unemp_25_44_ACSMOE_12_16,integer,civ_unemp_25_44_acsmoe_12_16,MOE - Civilians aged 25 to 44 who are unemployed (Derived),Margin of Error of Number of civilians aged 25 to 44 who are unemployed,Persons,ACS,,128,employment
Table.Column,Civ_labor_45_64_ACS_12_16,integer,civ_labor_45_64_acs_12_16,Civilians aged 45 to 64 in the labor force in the ACS,Number of civilians between the ages of 45 and 64 at the time of the interview who are in the labor force in the ACS,Persons,ACS,,129,employment
Table.Column,Civ_labor_45_64_ACSMOE_12_16,integer,civ_labor_45_64_acsmoe_12_16,MOE - Civilians aged 45 to 64 in the labor force in the ACS (Derived),Margin of Error of Number of civilians aged 45 to 64 who are in the labor force,Persons,ACS,,130,employment
Table.Column,Civ_emp_45_64_ACS_12_16,integer,civ_emp_45_64_acs_12_16,Civilians aged 45 to 64 who are employed in the ACS,Number of civilians between the ages of 45 and 64 at the time of the interview who are employed in the ACS,Persons,ACS,Civ_labor_45_64_ACS _12_16,131,employment
Table.Column,Civ_emp_45_64_ACSMOE_12_16,integer,civ_emp_45_64_acsmoe_12_16,MOE - Civilians aged 45 to 64 who are employed (Derived),Margin of Error of Number of civilians aged 45 to 64 who are employed,Persons,ACS,,132,employment
Table.Column,Civ_unemp_45_64_ACS_12_16,integer,civ_unemp_45_64_acs_12_16,Civilians aged 45 to 64 who are unemployed in the ACS,Number of civilians between the ages of 45 and 64 at the time of the interview who are unemployed in the ACS,Persons,ACS,Civ_labor_45_64_ACS _12_16,133,employment
Table.Column,Civ_unemp_45_64_ACSMOE_12_16,integer,civ_unemp_45_64_acsmoe_12_16,MOE - Civilians aged 45 to 64 who are unemployed (Derived),Margin of Error of Number of civilians aged 45 to 64 who are unemployed,Persons,ACS,,134,employment
Table.Column,Civ_Noninst_Pop_ACS_12_16,integer,civ_noninst_pop_acs_12_16,Civilian noninstitutionalized population,Total number of noninstitutionalized civilians in the population,Persons,ACS,,135,population
Table.Column,Civ_Noninst_Pop_ACSMOE_12_16,integer,civ_noninst_pop_acsmoe_12_16,MOE - Civilian noninstitutionalized population,Margin of Error of total number of noninstitutionalized civilians in the population,Persons,ACS,,136,population
Table.Column,Pop_Disabled_ACS_12_16,integer,pop_disabled_acs_12_16,Total population with a disability in the ACS,Number of persons who have one or more disabilities in the ACS population,Persons,ACS,Tot_Population_ACS_ 12_16,137,health
Table.Column,Pop_Disabled_ACSMOE_12_16,integer,pop_disabled_acsmoe_12_16,MOE - Total Population with a disability in the ACS (Derived),Margin of Error of Number of persons who have one or more disabilities in the ACS population,Persons,ACS,,138,health
Table.Column,Pop_1yr_Over_ACS_12_16,integer,pop_1yr_over_acs_12_16,Number of People 1 year old and over (denominator for Diff HU 1 year ago) in the ACS,Number of people ages 1 year and over at time of interview in the ACS population,Persons,ACS,Tot_Population_ACS_ 12_16,139,population
Table.Column,Pop_1yr_Over_ACSMOE_12_16,integer,pop_1yr_over_acsmoe_12_16,MOE - Number of People 1 year old and over,Margin of Error for Number of people 1 year old and over,Persons,ACS,,140,population
Table.Column,Diff_HU_1yr_Ago_ACS_12_16,integer,diff_hu_1yr_ago_acs_12_16,Different House One Year Ago in the ACS,Number of people who moved from another residence in the U.S. or Puerto Rico within the last year in the ACS population,Persons,ACS,Pop_1yr_Over_ACS_1 2_16,141,migration
Table.Column,Diff_HU_1yr_Ago_ACSMOE_12_16,integer,diff_hu_1yr_ago_acsmoe_12_16,MOE - Different House One Year Ago (Derived),Margin of Error of Different house one year ago,Persons,ACS,,142,migration
Table.Column,Born_US_ACS_12_16,integer,born_us_acs_12_16,Persons who are US citizens at birth in the ACS,"Number of people who are citizens of the United States at birth in the ACS. This includes respondents who said that they were born in the United States, Puerto Rico, a US Island Area (such as Guam), or abroad of American (US citizen) parent or parents.",Persons,ACS,Tot_Population_ACS_ 12_16,143,citizenship
Table.Column,Born_US_ACSMOE_12_16,integer,born_us_acsmoe_12_16,MOE - Persons who are US citizens at birth,Margin of Error of Number of people who are US citizens at birth,Persons,ACS,,144,citizenship
Table.Column,Born_foreign_ACS_12_16,integer,born_foreign_acs_12_16,Persons who are not US citizens at birth in the ACS,Number of people who were not a citizen of the United States at birth. This includes respondents who indicated that they were a US citizen by naturalization or not a US citizen.,Persons,ACS,Tot_Population_ACS_ 12_16,145,citizenship
Table.Column,Born_foreign_ACSMOE_12_16,integer,born_foreign_acsmoe_12_16,MOE - Persons who are not US citizens at birth,Margin of Error of Number of people who were not US citizens at birth,Persons,ACS,,146,citizenship
Table.Column,US_Cit_Nat_ACS_12_16,integer,us_cit_nat_acs_12_16,Persons who are US citizens by naturalization in the ACS,Number of people who are citizens of the United States through naturalization in the ACS,Persons,ACS,Tot_Population_ACS_ 12_16,147,citizenship
Table.Column,US_Cit_Nat_ACSMOE_12_16,integer,us_cit_nat_acsmoe_12_16,MOE - Persons who are US citizens by naturalization,Margin of Error of Number of people who are US citizens through naturalization,Persons,ACS,,148,citizenship
Table.Column,NON_US_Cit_ACS_12_16,integer,non_us_cit_acs_12_16,Persons who are not US citizens in the ACS,Number of people who are not citizens of the United States in the ACS,Persons,ACS,Tot_Population_ACS_ 12_16,149,citizenship
Table.Column,NON_US_Cit_ACSMOE_12_16,integer,non_us_cit_acsmoe_12_16,MOE - Persons who are not US citizens,Margin of Error of Number of people who are not US citizens,Persons,ACS,,150,citizenship
Table.Column,ENG_VW_SPAN_ACS_12_16,integer,eng_vw_span_acs_12_16,Spanish - Households where no one 14 and over speaks English only or speaks English very well in the ACS,"Number of ACS households where a Spanish or Spanish Creole language was assigned as the household language and no one ages 14 years and over speaks English only or speaks English ""very well""",Households,ACS,Tot_Occp_Units_ACS_ 12_16,151,language
Table.Column,ENG_VW_SPAN_ACSMOE_12_16,integer,eng_vw_span_acsmoe_12_16,MOE - Spanish - Households where no one 14 and over speaks English only or speaks English very well,"Margin of Error of Spanish-No one 14 and over speaks English only or speaks English ""very well""",Households,ACS,,152,language
Table.Column,ENG_VW_INDO_EURO_ACS_12_16,integer,eng_vw_indo_euro_acs_12_16,INDO EURO - Households where no one 14 and over speaks English only or speaks English very well in the ACS,"Number of ACS households where an Indo-European language was assigned as the household language and no one ages 14 years and over speaks English only or speaks English ""very well""",Households,ACS,Tot_Occp_Units_ACS_ 12_16,153,language
Table.Column,ENG_VW_INDO_EURO_ACSMOE_12_16,integer,eng_vw_indo_euro_acsmoe_12_16,MOE - INDO EURO - Households where no one 14 and over speaks English only or speaks English very well,"Margin of Error of INDO EURO -No one 14 and over speaks English only or speaks English ""very well""",Households,ACS,,154,language
Table.Column,ENG_VW_API_ACS_12_16,integer,eng_vw_api_acs_12_16,API - Households where no one 14 and over speaks English only or speaks English very well in the ACS,"Number of ACS households where an Asian and Pacific Island language was assigned as the household language and no one ages 14 years and over speaks English only or speaks English ""very well""",Households,ACS,Tot_Occp_Units_ACS_ 12_16,155,language
Table.Column,ENG_VW_API_ACSMOE_12_16,integer,eng_vw_api_acsmoe_12_16,MOE - API - Households where no one 14 and over speaks English only or speaks English very well,"Margin of Error of API-No one 14 and over speaks English only or speaks English ""very well""",Households,ACS,,156,language
Table.Column,ENG_VW_OTHER_ACS_12_16,integer,eng_vw_other_acs_12_16,OTH - Households where no one 14 and over speaks English only or speaks English very well in the ACS,"Number of ACS households where a language other than English, Spanish, Indo-Euro, or API was assigned as the household language and no one ages 14 years and over speaks English only or speaks English ""very well""",Households,ACS,Tot_Occp_Units_ACS_ 12_16,157,language
Table.Column,ENG_VW_OTHER_ACSMOE_12_16,integer,eng_vw_other_acsmoe_12_16,MOE - OTH - Households where no one 14 and over speaks English only or speaks English very well,"Margin of Error of OTH-No one 14 and over speaks English only or speaks English ""very well""",Households,ACS,,158,language
Table.Column,ENG_VW_ACS_12_16,integer,eng_vw_acs_12_16,Households where no one 14 and over speaks English only or speaks English very well in the ACS,"Number of ACS households where no one ages 14 years and over speaks English only or speaks English ""very well""",Households,ACS,Tot_Occp_Units_ACS_ 12_16,159,language
Table.Column,ENG_VW_ACSMOE_12_16,integer,eng_vw_acsmoe_12_16,MOE - Households where no one 14 and over speaks English only or speaks English very well (Derived),"Margin of Error of No one 14 and over speaks English only or speaks English ""very well""",Households,ACS,,160,language
Table.Column,Rel_Family_HHD_CEN_2010,integer,rel_family_hhd_cen_2010,Related family households in the 2010 Census,"Number of 2010 Census households where at least 2 members are related by birth, marriage, or adoption; same-sex couple households with no relatives of the householder present are not included",Households,2010 Census,Tot_Occp_Units_CEN_ 2010,161,family
Table.Column,Rel_Family_HHD_ACS_12_16,integer,rel_family_hhd_acs_12_16,Related family households in the ACS,"Number of ACS households where at least 2 members are related by birth, marriage, or adoption; same-sex couple households with no relatives of the householder present are not included",Households,ACS,Tot_Occp_Units_ACS_ 12_16,162,family
Table.Column,Rel_Family_HHD_ACSMOE_12_16,integer,rel_family_hhd_acsmoe_12_16,MOE - Related family households,Margin of Error of Related family households,Households,ACS,,163,family
Table.Column,MrdCple_Fmly_HHD_CEN_2010,integer,mrdcple_fmly_hhd_cen_2010,Married-couple family households in the 2010 Census,Number of 2010 Census households in which the householder and his or her spouse are listed as members of the same household; does not include same-sex married couples,Households,2010 Census,Tot_Occp_Units_CEN_ 2010,164,family
Table.Column,MrdCple_Fmly_HHD_ACS_12_16,integer,mrdcple_fmly_hhd_acs_12_16,Married-couple family households in the ACS,Number of ACS households in which the householder and his or her spouse are listed as members of the same household; does not include same-sex married couples,Households,ACS,Tot_Occp_Units_ACS_ 12_16,165,family
Table.Column,MrdCple_Fmly_HHD_ACSMOE_12_16,integer,mrdcple_fmly_hhd_acsmoe_12_16,MOE - Married-couple family households,Margin of Error of Married-Couple Family,Households,ACS,,166,family
Table.Column,Not_MrdCple_HHD_CEN_2010,integer,not_mrdcple_hhd_cen_2010,Households with no Married Couple present in the 2010 Census,Number of 2010 Census households with no spousal relationship present,Households,2010 Census,Tot_Occp_Units_CEN_ 2010,167,family
Table.Column,Not_MrdCple_HHD_ACS_12_16,integer,not_mrdcple_hhd_acs_12_16,Households with no Married Couple present in the ACS,Number of ACS households with no spousal relationship present,Households,ACS,Tot_Occp_Units_ACS_ 12_16,168,family
Table.Column,Not_MrdCple_HHD_ACSMOE_12_16,integer,not_mrdcple_hhd_acsmoe_12_16,MOE - Households with no Married Couple present (Derived),Margin of Error of Number of ACS households with no spousal relationship present,Households,ACS,,169,family
Table.Column,Female_No_HB_CEN_2010,integer,female_no_hb_cen_2010,"Households with a female householder, no husband present in the 2010 Census",Number of 2010 Census households with a female householder and no husband of householder present,Households,2010 Census,Tot_Occp_Units_CEN_ 2010,170,family
Table.Column,Female_No_HB_ACS_12_16,integer,female_no_hb_acs_12_16,"Households with a female householder, no husband present in the ACS",Number of ACS households with a female householder and no husband of householder present,Households,ACS,Tot_Occp_Units_ACS_ 12_16,171,family
Table.Column,Female_No_HB_ACSMOE_12_16,integer,female_no_hb_acsmoe_12_16,"MOE - Households with a female Householder, No husband present","Margin of Error of Female householder, no husband present",Households,ACS,,172,family
Table.Column,NonFamily_HHD_CEN_2010,integer,nonfamily_hhd_cen_2010,Nonfamily households: Unrelated Household in the 2010 Census,Number of 2010 Census households where a householder lives alone or with nonrelatives only; includes same-sex couples where no relatives of the householder are present,Households,2010 Census,Tot_Occp_Units_CEN_ 2010,173,family
Table.Column,NonFamily_HHD_ACS_12_16,integer,nonfamily_hhd_acs_12_16,Nonfamily households: Unrelated Household in the ACS,Number of ACS households where a householder lives alone or with nonrelatives only; includes same-sex couples where no relatives of the householder are present,Households,ACS,Tot_Occp_Units_ACS_ 12_16,174,family
Table.Column,NonFamily_HHD_ACSMOE_12_16,integer,nonfamily_hhd_acsmoe_12_16,MOE - Nonfamily households: Unrelated Household,Margin of Error of Nonfamily household: Unrelated households,Households,ACS,,175,family
Table.Column,Sngl_Prns_HHD_CEN_2010,integer,sngl_prns_hhd_cen_2010,Single Person households in the 2010 Census,Number of 2010 Census households where a householder lives alone,Households,2010 Census,Tot_Occp_Units_CEN_ 2010,176,family
Table.Column,Sngl_Prns_HHD_ACS_12_16,integer,sngl_prns_hhd_acs_12_16,Single Person households in the ACS,Number of ACS households where a householder lives alone,Households,ACS,Tot_Occp_Units_ACS_ 12_16,177,family
Table.Column,Sngl_Prns_HHD_ACSMOE_12_16,integer,sngl_prns_hhd_acsmoe_12_16,MOE - Single Person Households,Margin of Error of Single person householder living alone,Households,ACS,,178,family
Table.Column,HHD_PPL_Und_18_CEN_2010,integer,hhd_ppl_und_18_cen_2010,Households with one or more people under 18 years old in the 2010 Census,Number of 2010 Census households where one or more people are ages 18 years or under,Households,2010 Census,Tot_Occp_Units_CEN_ 2010,179,family
Table.Column,HHD_PPL_Und_18_ACS_12_16,integer,hhd_ppl_und_18_acs_12_16,Households with one or more people under 18 years old in the ACS,Number of ACS households where one or more people are ages 18 years or under,Households,ACS,Tot_Occp_Units_ACS_ 12_16,180,family
Table.Column,HHD_PPL_Und_18_ACSMOE_12_16,integer,hhd_ppl_und_18_acsmoe_12_16,MOE Households with one or more people under 18 years old,Margin of Error of Households with one or more people under 18 years,Households,ACS,,181,family
Table.Column,Tot_Prns_in_HHD_CEN_2010,integer,tot_prns_in_hhd_cen_2010,Total Persons in households in the 2010 Census,All persons (household population) in 2010 Census occupied housing unit. This is the numerator to calculate the average household size.,Persons,2010 Census,Tot_Occp_Units_CEN_ 2010,182,family
Table.Column,Tot_Prns_in_HHD_ACS_12_16,integer,tot_prns_in_hhd_acs_12_16,Total Persons in households in the ACS,All persons (household population) in ACS occupied housing unit. This is the numerator to calculate the average household size.,Persons,ACS,Tot_Occp_Units_ACS_ 12_16,183,family
Table.Column,Tot_Prns_in_HHD_ACSMOE_12_16,integer,tot_prns_in_hhd_acsmoe_12_16,MOE - Total Persons in households,Margin of Error of Total Persons in households,Persons,ACS,,184,family
Table.Column,Rel_Child_Under_6_CEN_2010,integer,rel_child_under_6_cen_2010,Number of families with related children under 6 years old in the 2010 Census,Number of 2010 Census families with related children under 6 years old,Families,2010 Census,Rel_Family_HHDS_ CEN_2010,185,family
Table.Column,Rel_Child_Under_6_ACS_12_16,integer,rel_child_under_6_acs_12_16,Number of families with related children under 6 years old in the ACS,Number of ACS families with related children under 6 years old,Families,ACS,Rel_Family_HHD_ACS _12_16,186,family
Table.Column,Rel_Child_Under_6_ACSMOE_12_16,integer,rel_child_under_6_acsmoe_12_16,MOE - Number of families with related children under 6 years old (Derived),Margin of Error of Number of families with related children under 6 years old,Families,ACS,,187,family
Table.Column,HHD_Moved_in_ACS_12_16,integer,hhd_moved_in_acs_12_16,"Number of households, householder moved in 2010 or later in the ACS",Number of ACS households where the householder moved into the current unit in the year 2010 or later,Households,ACS,Tot_Occp_Units_ACS_ 12_16,188,housing
Table.Column,HHD_Moved_in_ACSMOE_12_16,integer,hhd_moved_in_acsmoe_12_16,"MOE - Number of households, householder moved in 2010 or later (Derived)",Margin of Error of Number of households where the householder moved into the current unit in the year 2010 or later,Households,ACS,,189,housing
Table.Column,PUB_ASST_INC_ACS_12_16,integer,pub_asst_inc_acs_12_16,With Public Assistance Income in the ACS,Number of ACS households that receive public assistance income (general assistance and Temporary Assistance to Needy Families),Households,ACS,Tot_Occp_Units_ACS_ 12_16,190,income
Table.Column,PUB_ASST_INC_ACSMOE_12_16,integer,pub_asst_inc_acsmoe_12_16,MOE - With Public Assistance Income,Margin of Error of With Public Assistance Income,Households,ACS,,191,income
Table.Column,Med_HHD_Inc_ACS_12_16,integer,med_hhd_inc_acs_12_16,Med Household income - Tract level in the ACS,Median ACS household income for the tract,Households,ACS,,192,income
Table.Column,Med_HHD_Inc_ACSMOE_12_16,integer,med_hhd_inc_acsmoe_12_16,MOE - Med household income -Tract level,Margin of Error of Med household income for the tract,Households,ACS,,193,income
Table.Column,Aggregate_HH_INC_ACS_12_16,integer,aggregate_hh_inc_acs_12_16,Aggregate Household Income in the ACS,Sum of all incomes in the household,Households,ACS,,194,income
Table.Column,Aggregate_HH_INC_ACSMOE_12_16,integer,aggregate_hh_inc_acsmoe_12_16,MOE - Aggregate Household Income,Margin of Error for Aggregate household income,Households,ACS,,195,income
Table.Column,Tot_Housing_Units_CEN_2010,integer,tot_housing_units_cen_2010,Total Housing Units in the 2010 Census,Number of 2010 Census living quarters in which the occupant(s) live separately from any other individuals in the building and have direct access,Housing Units,2010 Census,,196,housing
Table.Column,Tot_Housing_Units_ACS_12_16,integer,tot_housing_units_acs_12_16,Total Housing Units in the ACS,Number of ACS living quarters in which the occupant(s) live separately from any other individuals in the building and have direct access,Housing Units,ACS,,197,housing
Table.Column,Tot_Housing_Units_ACSMOE_12_16,integer,tot_housing_units_acsmoe_12_16,MOE - Total Housing Units,Margin of Error for Total Housing Units,Housing Units,,,198,housing
Table.Column,Tot_Occp_Units_CEN_2010,integer,tot_occp_units_cen_2010,Total Occupied Housing Units in the 2010 Census,Number of 2010 Census housing units classified as usual place of residence of the individual or group living in it,Housing Units,2010 Census,Tot_Housing_Units_ CEN_2010,199,housing
Table.Column,Tot_Occp_Units_ACS_12_16,integer,tot_occp_units_acs_12_16,Total Occupied Housing Units in the ACS,Number of ACS housing units classified as usual place of residence of the individual or group living in it,Housing Units,ACS,Tot_Housing_Units_ ACS_12_16,200,housing
Table.Column,Tot_Occp_Units_ACSMOE_12_16,integer,tot_occp_units_acsmoe_12_16,MOE - Total Occupied Housing Units,Margin of Error for Total Occupied Housing Units,Housing Units,ACS,,201,housing
Table.Column,Tot_Vacant_Units_CEN_2010,integer,tot_vacant_units_cen_2010,Total vacant Housing Units in the 2010 Census,"Number of 2010 Census housing units with no regular occupants on Census Day; housing units with its usual occupants temporarily away (such as on vacation, a business trip, or in the hospital) are not considered vacant, but housing units temporarily occupied on Census Day by people who have a usual residence elsewhere are considered vacant",Housing Units,2010 Census,Tot_Housing_Units_ CEN_2010,202,housing
Table.Column,Tot_Vacant_Units_ACS_12_16,integer,tot_vacant_units_acs_12_16,Total vacant Housing Units in the ACS,Number of ACS housing units where no one is living regularly at the time of interview; units occupied at the time of interview entirely by persons who are staying two months or less and who have a more permanent residence elsewhere are classified as vacant,Housing Units,ACS,Tot_Housing_Units_ ACS_12_16,203,housing
Table.Column,Tot_Vacant_Units_ACSMOE_12_16,integer,tot_vacant_units_acsmoe_12_16,MOE - Total vacant Housing Units,Margin of Error for Total vacant housing units,Housing Units,ACS,,204,housing
Table.Column,Renter_Occp_HU_CEN_2010,integer,renter_occp_hu_cen_2010,Number of renter occupied units in the 2010 Census,"Number of 2010 Census occupied housing units that are not owner occupied, whether they are rented or occupied without payment of rent",Housing Units,ACS,Tot_Occp_Units_CEN_ 2010,205,housing
Table.Column,Renter_Occp_HU_ACS_12_16,integer,renter_occp_hu_acs_12_16,Number of renter occupied units in the ACS,"Number of ACS occupied housing units that are not owner occupied, whether they are rented or occupied without payment of rent",Housing Units,ACS,Tot_Occp_Units_ACS_ 12_16,206,housing
Table.Column,Renter_Occp_HU_ACSMOE_12_16,integer,renter_occp_hu_acsmoe_12_16,MOE - Number of renter occupied units,Margin of Error for Number of renter occupied units,Housing Units,ACS,,207,housing
Table.Column,Owner_Occp_HU_CEN_2010,integer,owner_occp_hu_cen_2010,Number of owner occupied units in the 2010 Census,Number of 2010 Census housing units where owner or co-owner lives in it,Housing Units,2010 Census,Tot_Occp_Units_CEN_ 2010,208,housing
Table.Column,Owner_Occp_HU_ACS_12_16,integer,owner_occp_hu_acs_12_16,Number of owner occupied units in the ACS,Number of ACS housing units where owner or co-owner lives in it,Housing Units,ACS,Tot_Occp_Units_ACS_ 12_16,209,housing
Table.Column,Owner_Occp_HU_ACSMOE_12_16,integer,owner_occp_hu_acsmoe_12_16,MOE - Number of owner occupied units,Margin of Error for Number of owner occuped units,Housing Units,ACS,,210,housing
Table.Column,Single_Unit_ACS_12_16,integer,single_unit_acs_12_16,Housing units in structures containing only 1 housing unit in the ACS,Number of ACS housing units in which the structure contains only that single unit,Housing Units,ACS,Tot_Housing_Units_ ACS_12_16,211,housing
Table.Column,Single_Unit_ACSMOE_12_16,integer,single_unit_acsmoe_12_16,MOE - Housing units in structures containing only 1 housing unit (Derived),Margin of Error for Number of units in structures containing only 1 housing unit,Housing Units,ACS,,212,housing
Table.Column,MLT_U2_9_STRC_ACS_12_16,integer,mlt_u2_9_strc_acs_12_16,Housing units in structures containing two to nine housing units in the ACS,Number of ACS housing units in which the structure contains two or more housing units,Housing Units,ACS,Tot_Housing_Units_ ACS_12_16,213,housing
Table.Column,MLT_U2_9_STRC_ACSMOE_12_16,integer,mlt_u2_9_strc_acsmoe_12_16,MOE - Housing units in structures containing two to nine housing units (Derived),Margin of Error for Number of units in structures containing two or more housing units,Housing Units,ACS,,214,housing
Table.Column,MLT_U10p_ACS_12_16,integer,mlt_u10p_acs_12_16,Housing units in structures containing 10 or more housing units in the ACS,Number of ACS housing units in which the structure contains 10 or more housing units,Housing Units,ACS,Tot_Housing_Units_ ACS_12_16,215,housing
Table.Column,MLT_U10p_ACSMOE_12_16,integer,mlt_u10p_acsmoe_12_16,MOE - Housing units in structures containing 10 or more housing units (Derived),Margin of Error for Number of units in structures containing 10 or more housing units,Housing Units,ACS,,216,housing
Table.Column,Mobile_Homes_ACS_12_16,integer,mobile_homes_acs_12_16,Mobile Homes in the ACS,Number of ACS housing units that are considered mobile homes,Housing Units,ACS,Tot_Housing_Units_ ACS 12 16,217,housing
Table.Column,Mobile_Homes_ACSMOE_12_16,integer,mobile_homes_acsmoe_12_16,MOE - Mobile Homes,Margin of Error for Mobile Homes,Housing Units,ACS,,218,housing
Table.Column,Crowd_Occp_U_ACS_12_16,integer,crowd_occp_u_acs_12_16,Occupied Units with more than 1.01 persons per room in the ACS,Number of ACS occupied housing units with more than 1.01 persons per room,Housing Units,ACS,Tot_Occp_Units_ACS_ 12_16,219,housing
Table.Column,Crowd_Occp_U_ACSMOE_12_16,integer,crowd_occp_u_acsmoe_12_16,MOE - Occupied Units with more than 1.01 + persons per room (Derived),Margin of Error for Occupied units with more than 1.01 persons per room,Housing Units,ACS,,220,housing
